Title;Artist;Genre;Keywords;Scores
Rocking A Cardigan in Atlanta;lil Shordie Scott;Hip Hop;shordie, mr, happened, harley, fuck, tardy, cardigan, cardi, bitch, man, pic, niggas, plug, party, b, k, weed, gas, gang, dick, check, hoes, temp, play, hey, stu, rappin'-ass, whacked, stashter, a.k.a, yessir, ksubi, owens, smoke, stock, mac, call, late, sucking, frat, rick, thotty, okay, rapper, take, wanna, loyal, mixed, fresh, hit, glock, booty, inside, cap, earth, kick, step, i'm, cannot, outside, stand, nigga, house, thing, ayy, get, going, boy, hell, leave, stay, can't, away, got, said, every, know, way, one, cause, back, time, never, see;0.065, 0.063, 0.052, 0.043, 0.043, 0.043, 0.043, 0.039, 0.037, 0.035, 0.035, 0.034, 0.032, 0.031, 0.031, 0.029, 0.028, 0.027, 0.024, 0.023, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003
Ramen & OJ;Joyner Lucas, Lil Baby;Hip Hop;joyner, hundreds, league, niggas, dollars, bottom, boom, makin, happy, back, ramen, survivin, yadada, oj, soulmate, days, pennies, trying, rob, lil, needs, commas, jealous, cops, say, payin, okay, we'll, cannot, need, dangerous, bitch, us, never, sellin, bills, thinkin, i'm, done, behind, ex, mean, fuck, drugs, tellin, walkin, changed, breathe, old, ralo, half-step, run, money, shit, has-been, leveled, turn, taboo, shackled, jit, boom-boom-boom, sneeze, allergic, w, scheme, keep, turned, couple, go, bringin, thangs, auto, motto, runtz, brodie, constantly, blocks, condo, spots, different, youngin, fragile, dreamed, em, memes, rakin, suckers, pull, phase, tunnel, prayed, keepin, rid, get, wanted, cold, work, fully, blick, spinnin, nigga, level, flashbacks, mansion, imagine, savage, og, tattoos, r.i.p, vain, crown, flex, threat, lick, bricks, joke, enough, nothing, ain't, cross, vision, doubt, paper, poppin, name, i've, proud, plane, that's, deal, honestly, none, think, weeks, cheap, company, workin, world, rockin, shorty, gon, news, happens, chains, locked, play, bang, built, scream, scene, leaves, breakin, bleed, means, save, energy, good, got, come, know, day, way, finally, like, put, switch, year, gotta, kids, woman, fun, catch, girl, walked, bought, tired, mama, bet, games, whatever, takes, check, lit, straight, ball, knees, blood, thing, found, last, real, coming, everybody, boy, fuckin, someone, seen, crazy, went, top, nothin, can't, watch, past, ride, told, forget, wrong, guess, want, hope, lose, came, miss, since, fall, tell, lot, around, better, could, still, bad, made, try, cause, let, feel, one, i'll, yeah;0.031, 0.025, 0.025, 0.024, 0.023, 0.023, 0.022, 0.019, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001
Already Dead;Juice WRLD;Hip Hop;yeah, dead, relapse, wants, laugh, voices, everyone, downfalls, opera, soap, applause, years, already, demons, past, nightmares, feelin, comin, bitch, hear, drama, lost, head, pain, i've, bout, straight, drugs, say, popular, cellphone, vicodin, listen, hold, much, demand, ever, reachin, henny, fans, late-night, sufferin, i'm, back, see, heart, plug, nobody's, shit's, mix, medicine, stayin, pills, alone, friends, sins, wash, try, like, call, calls, taking, chance, floor, runnin, pray, skin, alive, stand, hope, feels, house, gettin, live, home, maybe, really, think, know, even, away, i'll, one, ain't, feel, got;0.146, 0.094, 0.072, 0.044, 0.042, 0.04, 0.039, 0.036, 0.036, 0.036, 0.034, 0.033, 0.033, 0.033, 0.031, 0.031, 0.027, 0.026, 0.024, 0.024, 0.023, 0.023, 0.022, 0.022, 0.021, 0.019, 0.017, 0.014, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.001
Overdrive;Drake;Hip Hop;overdrive, hope, jealousy, unraveled, sacrificing, bond, fully, divine, cards, often, tide, forward, beside, become, make, afraid, energy's, overcome, open, anyways, bothering, leaf, though, see, phase, racing, heart, line, deeper, believe, high, oh, show, hanging, done, pictures, frame, nothing's, right, waves, hold, places, we're, us, give, calling, cannot, party, slow, broken, go, we'll, ain't, turn, can't, new, lost, time, love, there's, would, tell, could, like, know, i'm;0.091, 0.054, 0.051, 0.043, 0.043, 0.043, 0.036, 0.035, 0.034, 0.033, 0.032, 0.032, 0.029, 0.026, 0.024, 0.023, 0.023, 0.021, 0.02, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.01, 0.01, 0.009, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.004, 0.004, 0.001
Conceited;Flo Milli;Hip Hop;conceited, feelin, huh, milli, bitch, ho, flo, gnat, wow, duh, fabulous, i'm, internet, skrrt, hits, uh, shit, hey, talk, adidas, fetus, pop, pimples, milli's, stand-up, huff, pitcher, long-ass, mini-me's, ki-ki-ki'n, fyre, salute, pretty, stripes, diva, mobile, dicks, puff, baseball, bark, bat, inch, invented, chocolate, dated, yeah, walk, brush, nope, pics, celine, smack, coochie, weave, booth, cute, jealous, relax, heels, ear, wit, forty, model, money, opps, louis, swing, facts, roof, coupe, yellow, flow, got, fuck, outta, ocean, hair, takin, dick, sit, blow, bite, lil, straight, sound, hoes, top, since, like, cause, big, gon, enough, old, boy, hear, damn, please, want, us, eyes, really, ooh, back, keep, girl, put, that's, wanna, need, see, feel, ain't, get, go, never;0.35, 0.182, 0.113, 0.076, 0.075, 0.039, 0.034, 0.034, 0.033, 0.032, 0.027, 0.024, 0.024, 0.022, 0.022, 0.019, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002
Me or Sum (feat. Future & Lil Baby);Nardo Wick, Future, Lil Baby;Hip Hop;think, nardo, bitch, crew, gang, gon, rackies, bae, audemars, put, bankroll, lv, liver, pluto, somethin, posted, hunnid, must, bag, bags, real, chains, one, cash, box, send, seat, ho, five, year, favorite, love, lovin, got, freeband, runnin, stylist, addy, drop, extendo, count, tecky, dressin, thirty-five, exotic, summers, sorry, bracelets, jewish, improvin, steadily, snoozin, mothafuckin, car's, piguet, check, much, purse, choppy, flee, eat, weekends, hitter, pucci, emilio, thinkin, detour, seafood, binoculars, hustlin, z3n, hendrix, wicked, like, reppin, flawless, viral, foreign, baddie, keep, pumpin, comin, phantom, deposit, boo, millions, fold, elvis, cummin, beep, ringtone, sinner, thou, deaf, rep, canary, devils, shoe, vvs, rings, cop, last, momma, french, excuse, birkin, buyin, chanel, arm, forty, blew, threat, baby, choke, special, steal, shall, stole, dinner, pants, thing, main, drippin, stepper, came, prada, gossip, rocks, glock, location, mm, chain, diamonds, bad, always, bust, walked, spin, war, i'm, lit, cost, whenever, new, ball, music, safe, lover, scream, spot, g, silence, movin, number, poppin, barely, yellow, bottom, proud, racks, car, fast, know, everyone, bitches, seem, finally, million, use, heart, pop, blue, bought, went, let, y'all, lot, talkin, front, sing, feet, hair, playin, act, ask, truth, kill, outside, step, red, hot, turn, goin, need, another, want, niggas, side, three, free, get, money, everybody, lose, ain't, done, made, inside, big, hate, bout, back, boy, hit, what's, stop, hear, tryna, took, em, run, really, yeah, us, look, that's, shit, go, gotta, girl, come, man, said, tell, ever, can't, cause, say, see, oh;0.042, 0.023, 0.023, 0.021, 0.018, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001
Thot Shit;Megan Thee Stallion;Hip Hop;thot, knees, shakin, hands, shit, ass, hoes, bitch, ha-hands, finna, ju, ah, bank, hot, lil, parker, nigga, tryna, og, really, hatin, ain't, lotta, niggas, none, mirror, whole, c's, lvs, booked, caliber, geppetto, puppets, otis, oldest, coldest, real, headbanger, pop, goth, graduate, academy, blog, attackin, supportin, happily, blacked-out, orderin, bikinis, genie, posterior, butt-naked, pussy-ass, doggystyle, brunch, beat, pimpin, talkin, birkins, calendar, noticed, topic, college, recording, per, bossed, wraith, ninety-nine, ccs, rats, since, venom, closet, missionary, order, live, damned, even, spendin, speakin, argue, brag, squeeze, big, whoever, apply, gotta, bars, homie, girl, dope, bash, fuck, actually, winnin, acting, clap, tint, percent, doctor, patient, vvs, beggin, dinner, snake, wildin, profit, pic, post, made, poppin, women, dare, i'ma, see, face, certain, hurtin, hittin, double, shots, add, go, it'll, freak, pen, lyin, dry, hmm, box, hit, crack, pockets, motherfuckin, drinkin, drag, watchin, case, stare, spit, relate, table, club, toxic, liquor, stay, let, one, come, sayin, look, chain, workin, i'm, takin, huh, better, bitches, still, smoke, pussy, rock, sing, straight, eat, bottle, give, actin, pass, ridin, mad, treat, full, mouth, around, lit, know, thinkin, say, keep, thing, enough, damn, like, lookin, many, nobody, hey, got, make, fuckin, used, remember, place, wish, hear, knew, behind, talk, stop, house, walk, guess, top, let's, could, tell, things, two, head, man, get, need, everything, bout, think, would, said, cause, every, call, i've, i'll, never, can't, want, take, wanna, time, love, back;0.178, 0.118, 0.11, 0.089, 0.075, 0.061, 0.034, 0.029, 0.023, 0.02, 0.015, 0.015, 0.015, 0.015, 0.014, 0.013, 0.013, 0.013, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001
City of Gods;Fivio Foreign, Kanye West, Alicia Keys;Hip Hop;york, city, easy, please, new, lover, losing, mine, snippets, arms, heart, em, lyrics, go, gods, another, opps, welcome, star, apart, give, pick, huh, cause, nigga, found, tonight, really, shit, look, i'm, ain't, love, time, yeah;0.201, 0.185, 0.143, 0.11, 0.089, 0.085, 0.083, 0.052, 0.048, 0.047, 0.047, 0.046, 0.043, 0.039, 0.036, 0.033, 0.033, 0.029, 0.027, 0.026, 0.025, 0.023, 0.023, 0.021, 0.02, 0.019, 0.018, 0.014, 0.013, 0.013, 0.011, 0.008, 0.007, 0.007, 0.006
Gët Busy;Yeat;Hip Hop;finna, yeah, ayy, tose, pull, pissy, lizzy, busy, inside, chanel, ooh, bitch, tizzy, errt, dub, surround, get, whew, crazy, percocet, bail, perc, dizzy, nose, brought, poppin, brother, white, sound, blam, importantly, eggs, sam-i-am, yams, real, snail, accomplished, want, ham, cook, legit, rail, chickens, imagined, books, poured, jam, got, shit, hell, bell, turnt, c, mail, molly, brrt, hat, cat, servin, x, buildin, twin, skrrt, told, eight, here's, cap, club, drank, really, call, everything, locked, stupid, double, bottom, build, go, i'm, green, read, rich, everyone, fake, ways, rock, kids, lil, already, stuck, huh, different, comin, drink, way, song, ride, well, em, wish, done, money, gon, ain't, bout, even, said, fuck, mind, feel, say, tell, that's, can't, like, know;0.16, 0.072, 0.071, 0.061, 0.058, 0.057, 0.057, 0.056, 0.035, 0.034, 0.033, 0.031, 0.03, 0.03, 0.027, 0.027, 0.026, 0.026, 0.025, 0.025, 0.025, 0.025, 0.024, 0.022, 0.02, 0.019, 0.017, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002, 0.001, 0.001
Scrape It Off (feat. Lil Uzi Vert & Don Toliver);Pusha T, Lil Uzi Vert, Don Toliver;Hip Hop;boy, cut, tool, scraped, curb, pity, o'clock, toll-free, convoys, noogies, sold, toys, whenever, movin, uh-huh, gotta, calls, fool, meant, top, cotton, noose, yeah, streets, block, felt, ten, already, lock, woah, lot, road, deep, work, chain, pain, personalize, tecs, gorillas, cabbage, bunny, woody, plucked, proxy, faker, oxy, miscount, oxi, residential, motherfuck's, world, clips, banana, rabbits, hundred, scared, boogie, em, direct, emoji, thumbs, collect, karats, connect, silly, nigga, riches, copy, shooter, threat, flex, niggas, buzz, hoodie, bentley, bucket, keys, text, regret, doors, picked, loose, roof, skrrt, coupe, send, neck, new, callin, dirty, wash, word, got, couple, check, like, white, huh, oh, i'm, nothin, heard, get, pull, tryna, light, hit, damn, money, one, uh, cause, man, put, fuck, said, good, need, that's, every, say, let, tell, ain't;0.079, 0.065, 0.041, 0.041, 0.039, 0.034, 0.034, 0.029, 0.029, 0.029, 0.028, 0.027, 0.026, 0.025, 0.025, 0.025, 0.025, 0.024, 0.024, 0.024, 0.024, 0.024, 0.023, 0.023, 0.023, 0.021, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.018, 0.018, 0.017, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002
Coming for You (feat. A1 x J1);SwitchOTR, A1 x J1;Hip Hop;you-you, violate, i'll-i'll, members, guys, riding, better, couple, hide, ask, sometimes, coming, niggas, sky, man, inside, god, lost, we're, stay, phonies, look, broski, father, one, cause, lied, fake, lotion, dtb, homeless, socialize, anti-social, modie, cody, zack, lonely, collectible, video, presentable, definitely, bisexual, trends, latest, j1's, defence, intent, universal, commercial, dijk, strapped, verbal, told, sho, brodie, nowadays, chicks, drill, social, net, day, bullets, repent, mercedes-benz, lambo, ting, buss, van, virgil, younger, life, frozen, could've, cried, cap, ah-ah, boy, die, working, mm-mm, bare, show, rap, coulda, b, tryna, fence, yard, records, circle, live, older, busy, died, bro, can't, world, choose, really, shots, handle, might, need, pretend, truck, ends, music, blow, job, child, slip, son, time, got, ain't, reason, moment, livin, heart, lies, trust, fucked, game, pick, beat, next, follow, straight, cut, stuck, pray, nights, afraid, wild, arms, open, cold, right, feel, that's, top, people, change, feels, hit, let, ass, big, remember, behind, days, heard, took, hard, find, real, like, stop, face, love, gotta, bitch, bad, get, bout, end, see, good, leave, said, ever, away, i've, way, back, every, make, think, say, i'm, go, never;0.071, 0.071, 0.071, 0.061, 0.059, 0.045, 0.038, 0.034, 0.033, 0.033, 0.032, 0.029, 0.028, 0.028, 0.025, 0.024, 0.024, 0.022, 0.021, 0.02, 0.02, 0.019, 0.019, 0.019, 0.017, 0.016, 0.013, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001, 0.001
Sometimes;Juice WRLD;Hip Hop;sometimes, lonely, fumbling, perc, homie, anymore, home, wonder, wanna, inhale, work, exhale, pop, hate, place, uh, world, well, know, ain't, oh, numbs, documentary, loadin, hillary, voting, vicinity, threats, put, devil'll, robbery, demonic, all's, bothered, meds, core, paranoia, property, bottomless, bother, raindrops, sanity, mean, shootin, niggas, live, mind, pit, go, pill, score, fall, killer, i'ma, enemies, sleeping, prolly, breathing, wan, back, numb, choice, that's, killing, they'll, wherever, sitting, lately, ends, harder, like, part, rock, ball, nah, call, takin, rich, gonna, take, strong, demons, meet, losing, wild, pick, tears, floor, dead, running, scared, next, fell, follow, gets, ride, right, want, feel, wrong, hope, ass, high, lie, crazy, soul, top, hell, dark, inside, i'm, shit, fuck, bad, alone, leave, try, little, give, better, keep, get, could, one, love, way, yeah, see, i'll, got;0.118, 0.076, 0.052, 0.042, 0.039, 0.033, 0.032, 0.031, 0.026, 0.023, 0.022, 0.022, 0.02, 0.019, 0.019, 0.019, 0.016, 0.016, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001
