Title;Artist;Genre;Keywords;Scores
I WANNA BE YOUR SLAVE;Måneskin;Pop;redemption, searching, who's, wanna, monster, motherfucking, slave, master, rollercoasters, lawyer, fucking, beauty, gangster, heartbeat, killer, ya, uh-huh, devil, make, puppet, telecaster, blonde, goliath, amuse, eccentric, i'm, could, david, champion, pathetic, nervous, teacher, toy, clown, lisa, mona, aesthetic, strings, jealous, mhm, preacher, loser, cause, boy, sin, hungry, electric, run, paint, feed, quiet, freak, sex, crying, use, guy, set, good, tears, scared, touch, morning, since, pull, free, body, like, bad, face, girl, leave, love, even, said, want, baby, i'll, that's, know;0.209, 0.157, 0.113, 0.1, 0.075, 0.045, 0.044, 0.041, 0.035, 0.03, 0.028, 0.027, 0.026, 0.026, 0.025, 0.023, 0.022, 0.02, 0.02, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.002
MONEY;LISA;Pop;dolla, dun, money, droppin, bills, drop, dun-dun-dun-dun-dun, yummy, twerkin, bread, i'ma, fallin, dun-dun-dun-dun-dun-dun, dollas, autograph, bounced, yikes, money-makin, account, feels, spend, moves, store, bank, watch, says, mean, bands, choose, sign, number, green, everyone, yens, wons, buy, check, che-che-che-check, hundred, dance, gettin, ass, that's, rules, celine, ya, hell, tip, dollars, yeah, tonight, came, way, silent, pourin, month, bitch, weekend, made, pour, walkin, shoes, things, love, leave, shit, give, keep, listen, want, like, see, talk, end, never, everything, go, know;0.175, 0.132, 0.126, 0.105, 0.102, 0.074, 0.07, 0.07, 0.063, 0.045, 0.044, 0.041, 0.035, 0.035, 0.035, 0.035, 0.035, 0.035, 0.03, 0.029, 0.029, 0.024, 0.024, 0.023, 0.022, 0.022, 0.022, 0.021, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.002, 0.002
Something in the Orange;Zach Bryan;Pop;orange, headlights, tells, touches, poisoned, dew, trees, stare, grass, around, supposed, somethin, please, today, damned, turn, comin, hell, hate, things, dancin, home, bulb, leave, creak, trembles, collar, dusk, man, miss, mornings, jaw, wood, light, i'll, bones, it'll, way, speak, voice, there's, weight, tellin, waitin, eat, never, young, drive, fine, go, used, crazy, i'm, say, hear, done, sun, place, us, try, eyes, we're, much, head, mind, take, night, need, baby, back, see, know, cause;0.134, 0.061, 0.059, 0.054, 0.054, 0.052, 0.04, 0.038, 0.037, 0.036, 0.036, 0.033, 0.031, 0.03, 0.03, 0.027, 0.026, 0.024, 0.023, 0.023, 0.022, 0.019, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.015, 0.015, 0.014, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003
10 Things I Hate About You;Leah Kate;Pop;dumbest, dated, undo, jaded, selfish, seconds, issues, mommy, naked, made, bullshit, list, eight, fact, toxic, hate, ten, nine, seven, six, five, fake, guy, four, game, admit, years, trust, three, big, talk, ick, gross, juul, two, til, sometimes, cheating, can't, how'd, love, miss, buying, sloppy, i'll, obsessed, nerve, still, daddy's, bottles, suck, friends, sleepin, got, things, drunk, one, fell, cool, must, forget, caught, i've, without, money, fuck, lost, ooh, shit, think, make, keep, tell, oh, get, never, say, yeah, know;0.059, 0.053, 0.049, 0.049, 0.047, 0.046, 0.045, 0.044, 0.043, 0.042, 0.042, 0.041, 0.039, 0.038, 0.038, 0.037, 0.037, 0.036, 0.035, 0.032, 0.031, 0.031, 0.031, 0.029, 0.029, 0.028, 0.027, 0.027, 0.024, 0.023, 0.02, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.011, 0.011, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002
Oh My God;Adele;Pop;lord, let, mmm, said, fun, teetering, likelihood, jumping, wrong, battle, edge, losing, trouble, cannot, yeah, heaven, arms, want, god, oh-oh-oh, fight, hell, feels, people, maybe, fool, believe, world, oh, mind, life, terrified, spare, right, grown, explain, spinning, much, baby, rather, blind, keeps, walls, know, woman, behind, control, cause, i'm, can't, though, comin, lie, boy, care, leave, i'd, fall, break, wish, show, think, even, good, give, still, would, time, back, love, make, i'll, ain't, got;0.15, 0.078, 0.075, 0.049, 0.04, 0.037, 0.037, 0.03, 0.027, 0.025, 0.022, 0.022, 0.021, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.013, 0.012, 0.011, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001
Sunshine;OneRepublic;Pop;bit, sunshine, little, i-i've, chasin, throwin, shade, strange, vibes, green, pictures, life, runnin, breathin, lights, care, rid, woo-hoo, tryna, fine, phone, lately, spend, dancin, hit, less, makin, calibrated, vocation, confirmin, basically, selfies, swings, sermon, ohh, michael, changes, everything, smile, prescription, savin, feature, cane, punch, station, helpless, selfish, tunnel, good, static, motivation, seein, vision, shoulda, thing, unless, clock, another, missin, business, honestly, new, workin, fair, write, probably, number, get, somewhere, sick, moment, takin, word, went, like, feelin, i've, walk, slow, i'm, found, crazy, money, name, head, change, yeah, better, really, man, day, even, want, feel, keep, say, way, cause, got, can't, know;0.164, 0.146, 0.122, 0.045, 0.041, 0.039, 0.037, 0.037, 0.035, 0.034, 0.03, 0.028, 0.028, 0.026, 0.025, 0.025, 0.024, 0.024, 0.02, 0.02, 0.019, 0.018, 0.017, 0.017, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.001
Out of Time;The Weeknd;Pop;time, held, trauma, begged, drowning, regret, late, care, little, say, loving, baby, mine, loved, refreshed, engulfed, i'll, dwell, blissful, dial, fm, guilt, healed, completely, ah, remember, listening, forgiven, embrace, said, girl, tracks, minutes, thirty, panic, dare, uh, i'm, here's, distance, says, hey, shoulda, right, realize, months, dawn, come, almost, singin, made, stay, mess, workin, may, shame, music, there's, make, mind, eyes, treat, easy, forget, soon, keep, chance, back, trust, ones, slow, forever, house, free, song, touch, love, tell, cold, i've, name, pain, light, line, last, ooh, can't, look, much, even, still, give, life, yeah, see, like, never, one, know;0.037, 0.03, 0.029, 0.028, 0.024, 0.023, 0.021, 0.021, 0.02, 0.02, 0.02, 0.02, 0.018, 0.018, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.001
Get Into It (Yuh);Doja Cat;Pop;yuh, butt, pop, buck, church, get, truck, rocka, ha, fuck, y'all, shawty, got, ayy, nah, drip, ain't, say, ball, yeah, launcher, go, broker, soccer, caca, balenciaga, piranha, sheeran, tense, wanna, clowns, nicki, stock, brrr, ariana, mean, ed, batman, rocket, suit, papa, comfort, lap, said, daughter, toe, uh, zone, designer, finna, foot, plenty, thank, like, call, knock, need, water, dance, party, mama, bitches, nothin, talkin, past, big, bitch, turn, tryna, body, run, talk, friends, best, love, ever, better, head, things, give, take, put, make, come, could, i'm;0.287, 0.065, 0.064, 0.064, 0.061, 0.051, 0.05, 0.04, 0.032, 0.028, 0.027, 0.026, 0.023, 0.022, 0.022, 0.02, 0.017, 0.015, 0.015, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002
Fingers Crossed;Lauren Spencer-Smith;Pop;crossed, fingers, advice, oh-oh, hours, must've, songs, loved, cried, prove, givin, write, spent, issues, tears, said, fix, wrong, daddy, anymore, introduced, well, gave, opinions, miss, late, remember, listened, breakfast, tv, wish, attention, shows, watched, tryna, shoulda, travel, giving, deserve, plans, want, call, always, tellin, paid, funny, we'd, mornin, favorite, family, even, sorry, makin, back, night, work, hate, used, first, round, lost, thing, end, friends, play, old, oh, would, gonna, bad, world, home, made, put, say, could, one, love, i'm, got;0.095, 0.075, 0.074, 0.062, 0.06, 0.051, 0.046, 0.043, 0.043, 0.042, 0.039, 0.036, 0.035, 0.032, 0.03, 0.026, 0.026, 0.023, 0.022, 0.021, 0.02, 0.019, 0.019, 0.019, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.003, 0.003, 0.002, 0.002
HOTEL LOBBY (Unc & Phew);Quavo, Takeoff;Pop;nigga, narcotics, migo, fumble, flooded, woo, tropics, pop, jungle, stunna, funnel, fronter, pointers, drop, wallet, gunners, karats, sauna, factory, chrome, top, commas, gon, lobby, shit, niggas, vibes, pilot, hah, system, hotel, brrt, plays, servin, gone, cake, fuck, wet, bigger, bro, hearts, cash, g, ho, pass, get, big, blame, stick, ball, dancin, buy, outside, smoke, runnin, feelin, water, foll, cho, huncho, lil, kilo, faucet, muhfuckin, trendin, departed, touch, matchin, bet, mink, eaters, cannibals, challenger, m-m-m-murda, move, three, topic, trend, cocky, bobby, fam, geeked, coach, members, passenger, stackin, pull, crowded, rollie, masterpiece, infinity, coat, chill, mixed, shh, freaks, sixteen, wrong, bank, keep, drip, glock, twin, link, stones, color, wow, seein, seats, hop, one, shade, cup, none, brother, repeat, bottle, take, call, picture, kick, diamonds, nah, like, beat, cause, follow, bag, throw, bitches, soon, wake, drink, make, go, fuckin, got, uh, i'ma, took, damn, whole, let's, play, stop, real, put, come, said, see, never, way, ain't, i'm;0.054, 0.049, 0.049, 0.049, 0.047, 0.038, 0.037, 0.033, 0.031, 0.025, 0.025, 0.025, 0.025, 0.024, 0.023, 0.023, 0.023, 0.023, 0.023, 0.022, 0.022, 0.022, 0.022, 0.021, 0.021, 0.021, 0.02, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.001
Beautiful Mistakes (feat. Megan Thee Stallion);Maroon 5, Megan Thee Stallion;Pop;nah-nah-nah, beautiful, mistakes, holding, makin, awake, bed, head, lie, depressed, eh, naked, fill, inside, broken, past, gone, nights, em, lies, dreams, pitiful, take, make, bittersweet, soft, reality, back, worse, memories, i'm, day, street, empty, shot, wake, cut, gets, love, they're, lookin, walk, black, way, break, believe, days, like, home, ooh, yeah, still, every, feel, keep, come, can't, one;0.271, 0.143, 0.142, 0.13, 0.097, 0.073, 0.057, 0.052, 0.047, 0.047, 0.046, 0.042, 0.035, 0.032, 0.026, 0.025, 0.02, 0.02, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0.014, 0.013, 0.012, 0.012, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003
2step (feat. Lil Baby);Ed Sheeran, Lil Baby;Pop;two-steppin, night, woman, electrified, dips, cancelling, pace, us, troubles, we'll, constant, falls, something's, plays, race, bound, plans, pressure, turnin, nothin, we're, go, loved, right, need, livin, rest, tends, low, keep, stuck, crisis, occasionally, weapons, ether, pretending, feels, eyes, different, reckon, forget, confidence, deep, depressed, love, place, damn, change, break, press, beauty, except, message, conversation, screen, seein, stress, evening, alone, turn, missin, chest, head, gotta, step, needs, dress, music, read, keeps, mess, blind, taking, spent, week, give, life, less, picture, moment, caught, oh, beat, feelin, trust, open, dark, cut, words, think, behind, people, help, yeah, play, best, feel, maybe, lose, guess, know, time, cause, left, see, bad, got, heart, come, take, could, i'm, like, never, get;0.07, 0.046, 0.035, 0.028, 0.025, 0.025, 0.024, 0.023, 0.023, 0.022, 0.022, 0.021, 0.021, 0.02, 0.02, 0.019, 0.018, 0.018, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002
Tek It - Sped Up;Cafuné;Pop;watch, spade, moving, truth, nice, mood, view, thinking, moon, o-o-owning, o-open, unpaid, started, can't, tolerate, rely, expected, reciprocate, closing, language, thought, beating, debt, let, admit, play, stop, run, means, hoping, plans, we'd, always, long, things, trouble, holding, learn, know, talking, yeah, stand, came, times, knew, i'll, say, place, face, real, made, much, never, go, call, heart, think, could, like, see, i'm;0.071, 0.057, 0.051, 0.05, 0.045, 0.038, 0.034, 0.029, 0.029, 0.028, 0.028, 0.028, 0.027, 0.025, 0.025, 0.024, 0.024, 0.024, 0.023, 0.023, 0.021, 0.021, 0.021, 0.02, 0.02, 0.019, 0.019, 0.019, 0.019, 0.018, 0.018, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.012, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.005, 0.004, 0.003
So Good;Halsey;Pop;flashin, everywhere, closer, held, apartment, bet, hopin, standin, dress, think, body, maria, wildly, lifetime's, fated, bad, left, context, already, married, frustrated, lookin, look, would, extra, good, gone, name, regret, could, tell, asked, says, calls, carry, weight, mind, happy, gettin, talkin, doin, years, couple, stars, know, knew, never, different, fine, touch, remember, thought, okay, first, hand, i'm, wish, change, thing, hear, another, one, things, face, day, every, away, there's, got, i'll, that's, night, right, back, see, cause, time, like;0.048, 0.045, 0.044, 0.042, 0.036, 0.034, 0.032, 0.032, 0.029, 0.027, 0.025, 0.024, 0.024, 0.024, 0.024, 0.022, 0.022, 0.022, 0.022, 0.02, 0.02, 0.02, 0.019, 0.019, 0.019, 0.018, 0.017, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.003, 0.003, 0.002
Rich Minion;Yeat;Pop;nuh-nuh-nuh, minions, la, children, potato, charity, went, donate, millions, crazy, count, minion, uh, huh, money, demand, du, papaya, bastichi, cranky, humvee, vector, mel, smacking, swerve, lot, shop, ceiling, million, call, world, ha, paid, tonka, taking, song, yeah, woo, high, make, made, bread, bands, whole, diamonds, hey, much, bananas, goons, ah-ooh, glitter, pull, twins, flavor, uh-uh, take, haters, pockets, inside, got, oh, win, called, sense, pulled, red, said, save, picture, takin, touch, rich, listen, boy, tried, like, body, bout, man, always, two, i'm, ooh, em, think, that's, know, let, can't, want, every, need;0.203, 0.12, 0.075, 0.059, 0.058, 0.058, 0.054, 0.053, 0.052, 0.051, 0.05, 0.048, 0.045, 0.044, 0.044, 0.037, 0.029, 0.029, 0.029, 0.029, 0.029, 0.029, 0.028, 0.028, 0.027, 0.026, 0.023, 0.022, 0.022, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.015, 0.015, 0.015, 0.013, 0.013, 0.013, 0.013, 0.012, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002
Hold On;Justin Bieber;Pop;someone, mistakes, loses, need, hold, midnight, feels, call, somebody, morning, painting, oh-woah, heaven, place, ceiling, far, til, hand, make, say, away, stars, everything, connection, know, feeling, close, unknown, undone, yeah, cause, wish, answers, pieces, tell, way, take, find, one, pick, oh, could, looking, ooh, get, can't, come, i'll;0.069, 0.062, 0.052, 0.051, 0.047, 0.046, 0.045, 0.036, 0.033, 0.033, 0.032, 0.028, 0.027, 0.026, 0.026, 0.024, 0.023, 0.021, 0.02, 0.019, 0.019, 0.017, 0.016, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.008, 0.008, 0.008, 0.005, 0.005, 0.005, 0.004, 0.003
Family Line;Conan Gray;Pop;family, scattered, line, cross, sister's, father's, mother's, telling, survive, million, hide, lies, cry, came, share, side, kid, took, mmhm, run, god, told, fathers, punches, holidays, clueless, hurt, undo, truly, lot, eyes, excuses, he'd, talked, can't, good, fought, erase, forgive, parents, cried, anger, loves, deserve, til, father, little, child, leaving, everyone, girls, kids, mother, block, oh-oh, scared, wonder, ones, tried, past, forget, watch, words, gave, they're, never, walk, change, someone, pain, hit, name, last, face, might, try, hard, hold, i'm, even, would, leave, always, put, said, around, could, life, i'll, see, love, cause, say, take;0.114, 0.106, 0.078, 0.067, 0.053, 0.051, 0.049, 0.038, 0.037, 0.03, 0.026, 0.026, 0.023, 0.022, 0.022, 0.021, 0.021, 0.02, 0.019, 0.019, 0.019, 0.019, 0.019, 0.019, 0.018, 0.017, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003
RAPSTAR;Polo G;Pop;finished, sound, winnin, jokin, clangin, counters, bmw, kiddin, crowds, deposit, gon, planes, screamin, swimmin, copped, uh, flyin, chains, picked, clouds, drown, child, loud, thousand, probably, minute, makin, count, bag, fought, i'm, bet, high, i'ma, fuck, another, hear, battle, guess, shit, money, might, two, new, smirk, rehearsed, t-shirts, burgundy, tees, hurt, lurk, homicides, pac, severely, teary, weary, stickin, dearly, siri, tuned, synco, like, scar, deep, lookin, stabbed, anxiety, rebirth, insecurities, exhausted, theory, potential, chosen, amiri, every, loss, killin, search, public, prayin, clearly, conversation, ain't, that's, explain, worse, puttin, til, verse, weak, pills, i've, pants, near, shout, war, shut, thoughts, read, eyes, clean, seem, earth, step, lately, ho, get, put, ask, stuck, turned, white, streets, takin, hide, swear, thinkin, wonder, fear, yes, please, mean, feelings, okay, somethin, first, feet, different, behind, gettin, smile, sure, miss, seen, nigga, much, done, talk, something, try, everything, make, real, alone, stay, old, bout, god, bitch, leave, day, give, need, back, want, never, say, come, one, can't, love, know;0.044, 0.041, 0.04, 0.034, 0.034, 0.034, 0.034, 0.031, 0.031, 0.031, 0.029, 0.029, 0.028, 0.027, 0.027, 0.027, 0.025, 0.024, 0.024, 0.023, 0.022, 0.021, 0.02, 0.019, 0.018, 0.018, 0.018, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001
