Title;Artist;Genre;Track URL;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature
Stardust;Samara Joy;Jazz;https://open.spotify.com/track/60gs0cMpDerQrMDmGOj8LX;0.483;0.0832;7.0;-14.207;1.0;0.0391;0.98;7.16e-05;0.109;0.146;117.878;233613.0;4.0
I'll Tell You Something;Gabi Hartmann;Jazz;https://open.spotify.com/track/1q6sKjFBoTyZ15Vwf5IuGa;0.738;0.273;11.0;-12.108;1.0;0.034;0.911;0.0108;0.103;0.536;110.223;251413.0;4.0
Ascent;GoGo Penguin;Jazz;https://open.spotify.com/track/5FHITxNz6XuYTfSnyqMVGR;0.439;0.477;10.0;-12.852;0.0;0.0354;0.282;0.796;0.106;0.487;118.507;280401.0;4.0
Most of the Time;Lisa Ekdahl;Jazz;https://open.spotify.com/track/4yVL6GoCi1hHkzDZu1RFAo;0.535;0.255;1.0;-11.52;1.0;0.0352;0.937;0.186;0.111;0.259;85.869;230960.0;4.0
Chardonnay Kisses;G Bliz, The Colleagues;Jazz;https://open.spotify.com/track/4Hpaw4ZNuFWZiEIam7T3Nd;0.788;0.456;9.0;-8.033;0.0;0.108;0.774;0.871;0.128;0.55;82.0;152195.0;4.0
The Night Before She Passed;Jesse Ryan;Jazz;https://open.spotify.com/track/6ojMeFvEymHqrWcSmSWSJv;0.507;0.427;1.0;-9.953;1.0;0.0328;0.918;0.537;0.101;0.343;85.963;400312.0;4.0
Because I Love You;Sachal Vasandani, Romain Collin;Jazz;https://open.spotify.com/track/4nf5wpXpZ1WVF0SCdl3tLb;0.449;0.0389;10.0;-17.352;0.0;0.0427;0.983;0.0164;0.113;0.238;59.173;250937.0;4.0
Early Hours;Ugolino;Jazz;https://open.spotify.com/track/0t7NNWc2iaPJInAaKYCx4K;0.459;0.694;10.0;-8.334;0.0;0.0547;0.379;0.0145;0.0662;0.304;88.742;242834.0;4.0
Shadow;Immanuel Wilkins;Jazz;https://open.spotify.com/track/3PG7uGO1nNC89E3kXvpcQj;0.438;0.193;4.0;-12.4;1.0;0.0545;0.944;0.744;0.0894;0.19;66.841;284530.0;4.0
Nightjar in the Northern Sky;Anna Gréta;Jazz;https://open.spotify.com/track/5fCsD2cRqXf0q5JAGTrmez;0.519;0.2;6.0;-16.353;0.0;0.0298;0.804;0.0107;0.108;0.112;111.058;287837.0;4.0
Moons Ago;Dominik Schürmann trio, Max Ionata;Jazz;https://open.spotify.com/track/7KVEWO1McsqsfoX7rXQdFy;0.456;0.0127;7.0;-22.956;1.0;0.043;0.956;0.768;0.105;0.192;103.407;366513.0;4.0
Family;HNNY;Jazz;https://open.spotify.com/track/1QrcomVagx1mGbtibRpiGt;0.587;0.312;4.0;-15.43;0.0;0.0344;0.744;0.967;0.0807;0.668;78.982;173165.0;4.0
The Nearness Of You;Matt Dusk;Jazz;https://open.spotify.com/track/4QAhBQW8Jhe6BlIYiLqkSz;0.24;0.325;2.0;-11.05;1.0;0.0301;0.505;0.0;0.161;0.171;139.348;135422.0;4.0
Pizza Pie;Let Your Hair Down;Jazz;https://open.spotify.com/track/3KRors9xu0BrwZsEOvuTUZ;0.378;0.852;5.0;-3.644;0.0;0.129;0.0544;0.839;0.105;0.539;168.24;186325.0;4.0
Tuyo;Cande y Paulo;Jazz;https://open.spotify.com/track/7eOXMnIItffbewObP4KGD7;0.42;0.274;0.0;-15.288;0.0;0.0326;0.718;0.000192;0.125;0.194;110.234;181733.0;4.0
My Love;Matt Block, Morton Block, Benny Benack III;Jazz;https://open.spotify.com/track/28qG0oRPrJZFnbJwfJc9BN;0.637;0.296;8.0;-14.953;1.0;0.0331;0.786;5.73e-05;0.143;0.527;112.416;213975.0;3.0
RED PILL;E-SWERVE;Jazz;https://open.spotify.com/track/2XFuWi1l0V7tTQsfXWPotg;0.512;0.638;10.0;-9.552;0.0;0.0369;0.0123;0.899;0.0643;0.556;106.815;161495.0;4.0
Street Of Dreams;Bill Charlap Trio;Jazz;https://open.spotify.com/track/6lpUeTYRtxreTFCUkUHYxr;0.436;0.0726;1.0;-24.535;0.0;0.054;0.699;0.601;0.0993;0.0853;179.48;320373.0;3.0
Daybreak;Katalyst, Adrian Younge, Ali Shaheed Muhammad;Jazz;https://open.spotify.com/track/4DFUpuRIkE3BjXdLuzK9mY;0.229;0.671;9.0;-7.874;0.0;0.0342;0.154;0.832;0.323;0.352;172.577;356291.0;4.0
Ring Of Saturn;Cory Wong, Dirty Loops;Jazz;https://open.spotify.com/track/6Nzt9EN9eLx9Noe0XZMsyT;0.707;0.495;11.0;-14.089;0.0;0.0452;0.498;0.885;0.0603;0.344;109.037;240550.0;4.0
The Antidote Is in the Poison;GoGo Penguin;Jazz;https://open.spotify.com/track/01dbwXuuFNMKDCz1L3uIFz;0.623;0.471;11.0;-12.588;0.0;0.045;0.259;0.791;0.0601;0.434;127.861;352693.0;4.0
My Ideal;Jerry Bergonzi, The Modern Jazz Trio;Jazz;https://open.spotify.com/track/2LfXUjO4fzzG4Zp0CkATQs;0.526;0.0767;10.0;-14.545;1.0;0.0457;0.802;0.00195;0.0978;0.247;112.768;219767.0;4.0
Pretty Girl Hi Reimagined;UMI;Jazz;https://open.spotify.com/track/6aSdfeuUMtk7XOEHn93kkP;0.437;0.299;1.0;-9.787;1.0;0.0338;0.976;3.83e-06;0.099;0.334;101.047;213213.0;1.0
Victory Dance;Ezra Collective;Jazz;https://open.spotify.com/track/65vqkVT78sHmYc3fTB3uQw;0.663;0.754;4.0;-10.077;0.0;0.0584;0.00145;0.859;0.0544;0.499;138.032;295893.0;4.0
Midnight Getaway;Yarni;Jazz;https://open.spotify.com/track/2fsoIJDXpypgCP9aquwOYC;0.754;0.539;10.0;-7.12;0.0;0.0389;0.475;0.451;0.149;0.524;108.008;277867.0;4.0
Something's Going On;Kokoroko;Jazz;https://open.spotify.com/track/4oNdXuLcSgiGHRhTAvUSaX;0.471;0.679;1.0;-10.89;1.0;0.0519;0.0267;0.522;0.136;0.484;89.604;312093.0;4.0
It Might as Well Be Spring;Caity Gyorgy, Kyle Pogline;Jazz;https://open.spotify.com/track/56IPhyZ2ByxWPksbqKpNxF;0.601;0.384;8.0;-9.541;1.0;0.105;0.924;0.00608;0.088;0.699;129.728;292707.0;4.0
Harmony Waves;Lenny Sendersky, Jazz AG Trio, Alfonso Gugliucci;Jazz;https://open.spotify.com/track/30gmiEqTDdNRYHxj10ScXs;0.583;0.196;0.0;-14.045;1.0;0.0309;0.965;0.364;0.138;0.0796;110.045;247227.0;3.0
Bonita - Special Edition;Stacey Kent, Art Hirahara;Jazz;https://open.spotify.com/track/2tfYHSW4tSX38ng3GLiv0H;0.557;0.123;11.0;-13.975;1.0;0.0368;0.987;1.38e-05;0.152;0.112;114.043;252213.0;4.0
Arm in Arm;Nicolò Ricci;Jazz;https://open.spotify.com/track/2qcFCaVgb6jgEfHN2hs3Q8;0.237;0.0227;4.0;-25.674;0.0;0.0401;0.875;0.574;0.123;0.044;76.252;523800.0;4.0
A Warm Hand;Håkan Broström, Carl Winther Trio;Jazz;https://open.spotify.com/track/0kPGtWb0Bs0j3DW49kWbKh;0.363;0.174;10.0;-15.852;1.0;0.0339;0.829;0.364;0.183;0.191;79.642;273784.0;3.0
What Of Your Eyes;Melody Gardot, Philippe Powell;Jazz;https://open.spotify.com/track/3hX0T0Z16mRfHAzd1sHluC;0.385;0.0457;8.0;-21.483;1.0;0.0401;0.973;0.0129;0.304;0.0825;77.081;270987.0;5.0
Jimmy's Groove;Delvon Lamarr Organ Trio;Jazz;https://open.spotify.com/track/2sSi5vdL5eEpg3I53oa9Xx;0.777;0.716;5.0;-9.22;0.0;0.0479;0.475;0.829;0.0615;0.984;117.774;377171.0;4.0
Everything Happens to Me;Samara Joy;Jazz;https://open.spotify.com/track/44DiSGodp1YooCyJfI2aeQ;0.671;0.288;0.0;-10.508;0.0;0.0439;0.923;2.39e-05;0.112;0.473;103.777;227893.0;4.0
Ahan;Ibrahim Maalouf, Angelique Kidjo;Jazz;https://open.spotify.com/track/2g1PzerypMGvjcR518ZGNv;0.7;0.869;7.0;-5.534;1.0;0.0458;0.495;0.000956;0.209;0.633;100.025;244600.0;5.0
Spring of Life;Daniel García Trio;Jazz;https://open.spotify.com/track/1jfeTu7iQd0vhGSXJ1FEjw;0.584;0.258;1.0;-19.375;1.0;0.0403;0.806;0.88;0.126;0.284;100.056;215200.0;4.0
Perhaps You'll Wonder Why;Melody Gardot, Philippe Powell;Jazz;https://open.spotify.com/track/0vdLCU6ZMWb6RH9Z8Vzlsp;0.497;0.0538;7.0;-20.314;0.0;0.0455;0.977;0.0087;0.0978;0.15;131.24;285307.0;3.0
How Long;Ksenia Parkhatskaya;Jazz;https://open.spotify.com/track/3VKEFn4xRdTOcHrLsCOMFb;0.48;0.119;0.0;-14.114;1.0;0.0367;0.956;0.00122;0.118;0.0949;48.086;275688.0;3.0
Do I Love You;Lady Gaga;Jazz;https://open.spotify.com/track/7fGcPsneoxIweHKdc14vlw;0.263;0.286;7.0;-7.986;1.0;0.0295;0.888;2.56e-06;0.34;0.18;61.842;288280.0;4.0
I Love Music;Jeremy Pelt;Jazz;https://open.spotify.com/track/0eyl2SNFHc4qEW5YeH7s74;0.294;0.203;10.0;-13.088;1.0;0.0325;0.981;0.00673;0.0917;0.114;109.574;259253.0;4.0
Fine Brown Frame;Judith Owen;Jazz;https://open.spotify.com/track/6pYeOeWKMODk6lpyCfSiFN;0.629;0.179;5.0;-15.721;0.0;0.105;0.822;0.0;0.0993;0.457;109.391;200579.0;4.0
It's De-Lovely;Tony Bennett, Lady Gaga;Jazz;https://open.spotify.com/track/5i6SVeYn0jb3yMp9fsQGto;0.596;0.471;9.0;-5.722;1.0;0.138;0.726;0.0;0.0158;0.431;93.103;173440.0;4.0
Night Walk;Cory Weeds;Jazz;https://open.spotify.com/track/7d9ND9ohwsKUB40Ce9ThFp;0.442;0.325;7.0;-10.228;0.0;0.0487;0.873;0.899;0.243;0.23;178.178;376445.0;3.0
Naima;Lo Greco Bros Quartet, Lo Greco Bros;Jazz;https://open.spotify.com/track/4SAhPr2jH9j079GhpaSnfW;0.364;0.501;10.0;-6.138;0.0;0.0349;0.744;0.113;0.305;0.177;175.564;279707.0;5.0
Mankind to Earth;Giulio Gentile, Pietro Pancella, Michele Santoleri;Jazz;https://open.spotify.com/track/0Q3uGjsnWjzHDcVO493AvA;0.444;0.11;8.0;-17.867;0.0;0.0408;0.958;0.922;0.0787;0.101;105.125;533500.0;4.0
Morning Light;Nubiyan Twist, Ria Moran;Jazz;https://open.spotify.com/track/39dsqpRTcjZQExrzeQAiJV;0.398;0.628;5.0;-7.597;0.0;0.328;0.0498;0.0698;0.333;0.603;179.349;327960.0;4.0
Invitation;Richard Andersson, Per Møllehøj, Jorge Rossy;Jazz;https://open.spotify.com/track/7B64xzlOl5YOwCqnB3ipwN;0.374;0.13;10.0;-21.636;0.0;0.0424;0.825;0.722;0.111;0.279;92.566;482877.0;3.0
Dreams;Rosie Frater-Taylor, Chris Hyson;Jazz;https://open.spotify.com/track/0VezvV7xjZm8MUVKuJTely;0.654;0.18;5.0;-14.624;1.0;0.0336;0.944;1.55e-05;0.0836;0.328;111.553;250133.0;4.0
Bloodline;Gabriels;Jazz;https://open.spotify.com/track/0uEkDFrfTS24kzANpkfPLk;0.276;0.215;0.0;-10.785;0.0;0.0432;0.588;0.0287;0.108;0.207;178.442;229440.0;3.0
Through the Rain;Eyal Lovett;Jazz;https://open.spotify.com/track/0nnEStdwniSSWdLHc6uaWn;0.458;0.159;3.0;-21.571;1.0;0.0435;0.915;0.948;0.0964;0.184;114.762;437690.0;5.0
Why Should I Care?;Reinhardt Winkler, Simone Kopmajer;Jazz;https://open.spotify.com/track/0rGRDmusUJI3byaiZWcurV;0.479;0.0661;11.0;-19.531;0.0;0.0374;0.917;0.000768;0.0922;0.14;114.386;227868.0;4.0
Play it Back;Kresten Osgood, Fridolin Nordsø, Ludomir Dietl, Arto Eriksen;Jazz;https://open.spotify.com/track/56080Y6qVNpxpUAU5ho4Y7;0.666;0.762;1.0;-10.247;1.0;0.0368;0.109;0.89;0.241;0.964;112.083;215755.0;4.0
Don't Speak;Scott Bradlee's Postmodern Jukebox, Haley Reinhart;Jazz;https://open.spotify.com/track/1y0vu1jiXWwzWj0666D5at;0.332;0.523;5.0;-7.323;0.0;0.0415;0.392;0.0;0.127;0.203;97.486;249916.0;3.0
Paula C.;Rubén Blades, Roberto Delgado & Orquesta;Jazz;https://open.spotify.com/track/7FZ5WSbcZxfq6ij4PZgzja;0.77;0.84;0.0;-4.006;0.0;0.0372;0.454;0.000388;0.118;0.944;95.059;336947.0;4.0
Why Not?;Kiefer, Luke Titus, Pera Krstajic;Jazz;https://open.spotify.com/track/0mhDVzQgnwtrY1JnDqz7KQ;0.613;0.697;7.0;-9.788;1.0;0.0443;0.0379;0.728;0.829;0.615;102.435;330089.0;4.0
Trouble Maker;Lucas Figueiredo Santana;Jazz;https://open.spotify.com/track/2tEjygae92PMDfQgd0yBBB;0.698;0.469;8.0;-8.68;1.0;0.0511;0.838;0.63;0.0814;0.575;96.273;407333.0;4.0
Hummingbird;Anomalie, Bad Snacks;Jazz;https://open.spotify.com/track/5flUWEqVz56WeAMBjvAV7O;0.653;0.616;11.0;-8.261;1.0;0.0659;0.197;0.886;0.16;0.446;100.861;195921.0;4.0
Dirty Mariposa;Parov Stelar;Jazz;https://open.spotify.com/track/7hiCGd7VM7ToeLZgo0Mvo7;0.694;0.653;11.0;-10.454;1.0;0.0333;0.244;0.844;0.116;0.705;120.026;324000.0;4.0
Lemon Squeezy;edbl, Kazuki Isogai, Taura Lamb;Jazz;https://open.spotify.com/track/6P6oPRZRq4dGgX3ykthz1S;0.742;0.482;2.0;-5.427;1.0;0.0264;0.584;1.38e-06;0.224;0.61;95.003;212762.0;4.0
Seventh String;Makaya McCraven;Jazz;https://open.spotify.com/track/694Le3rzOKOJCT7QASn57H;0.247;0.77;8.0;-10.938;0.0;0.0646;0.756;0.925;0.139;0.623;152.948;185192.0;1.0
Elegua;Huey Daze, Harold López-Nussa;Jazz;https://open.spotify.com/track/6hrqOEr7Si0SXVFPvfa3Vq;0.673;0.419;6.0;-15.745;0.0;0.044;0.318;0.947;0.192;0.65;80.031;148500.0;4.0
Magnetar (feat. Adam Deitch & Shaun Martin);Mark Lettieri, Adam Deitch, Shaun Martin;Jazz;https://open.spotify.com/track/42W1ScaOpChChzoLrnhUeL;0.724;0.798;7.0;-8.75;1.0;0.0434;0.00364;0.84;0.0729;0.474;113.017;276293.0;4.0
Another Land;Dave Holland;Jazz;https://open.spotify.com/track/4hXCLt55j8I2NGm9nhhglr;0.512;0.0464;9.0;-28.676;0.0;0.0401;0.948;0.898;0.115;0.488;138.79;558720.0;3.0
Cloudland;Lars Danielsson, Grégory Privat, John Parricelli, Magnus Öström, Arve Henriksen;Jazz;https://open.spotify.com/track/32GV4ifruoiDEoLVe0c1k7;0.639;0.357;0.0;-16.067;0.0;0.0303;0.925;0.898;0.343;0.541;112.342;274802.0;4.0
Recluse;James Kitchman, Bruno Heinen, Tom McCredie, Shane Forbes;Jazz;https://open.spotify.com/track/4RywJdtfcGqz3t8sBW7J52;0.458;0.103;5.0;-19.794;0.0;0.0354;0.948;0.156;0.196;0.178;109.939;289867.0;4.0
Going Up;Snorre Kirk, Stephen Riley;Jazz;https://open.spotify.com/track/4i3VQRTO1GP3rNaKUqfpm8;0.613;0.204;6.0;-14.291;1.0;0.0602;0.815;0.00157;0.128;0.334;111.83;275201.0;4.0
Music For Some Film;Carl Bagge;Jazz;https://open.spotify.com/track/5iiM7aAhdPWhzvoGtSqGtP;0.411;0.055;2.0;-20.874;0.0;0.0329;0.978;0.661;0.145;0.164;107.385;472573.0;4.0
Lonely;David Mrakpor, Blue Lab Beats;Jazz;https://open.spotify.com/track/4R8UmyApZzuYNSiEoKWYt3;0.64;0.504;1.0;-9.878;1.0;0.0428;0.8;0.0921;0.114;0.308;105.988;302823.0;4.0
Monument;Portico Quartet;Jazz;https://open.spotify.com/track/3kwHyKwVFLMMGsnJlv35bQ;0.539;0.687;0.0;-8.609;0.0;0.0341;0.147;0.933;0.119;0.263;100.059;280800.0;4.0
So In Love;Tony Bennett;Jazz;https://open.spotify.com/track/3cvdaHJUFir8IQhHO0XD0j;0.431;0.396;8.0;-9.999;1.0;0.0284;0.778;5.21e-05;0.267;0.375;123.262;271333.0;4.0
Comedown;Jazzbois;Jazz;https://open.spotify.com/track/6c1ZojCrfxdrmkMnWm8dMo;0.647;0.594;8.0;-6.854;0.0;0.123;0.123;0.902;0.0984;0.655;75.625;159228.0;4.0
My Favorite Things;Emilie-Claire Barlow;Jazz;https://open.spotify.com/track/38M3eiPzW8pqOXmtvXgx4q;0.656;0.201;11.0;-8.987;0.0;0.0317;0.98;2.65e-05;0.104;0.436;87.39;175319.0;3.0
Those Peaceful Nights;Lucas Figueiredo Santana;Jazz;https://open.spotify.com/track/3uL5MKK614H6AfCx2BKBqV;0.58;0.241;7.0;-14.982;0.0;0.0349;0.939;0.915;0.109;0.358;110.615;435040.0;3.0
BENEDICTION;Joel Ross;Jazz;https://open.spotify.com/track/1WVJQYCwg6I2a0gATnQEAH;0.399;0.0984;8.0;-21.38;1.0;0.0488;0.985;0.927;0.118;0.0382;79.585;344467.0;3.0
Countryside;Eve, Michael Blicher;Jazz;https://open.spotify.com/track/21NDbFQtyP8gFj8OPNsMgg;0.329;0.143;7.0;-14.354;1.0;0.0315;0.971;0.00721;0.1;0.0575;104.146;232510.0;1.0
La cumbia me está llamando [Feat. La Perla] - Kaidi Tatham Remix;Nubya Garcia, La Perla, Kaidi Tatham;Jazz;https://open.spotify.com/track/3QjXW080AfAEA5p4C2Wtfa;0.74;0.877;10.0;-9.735;0.0;0.0595;0.249;0.831;0.145;0.431;108.018;307013.0;4.0
Night And Day;Tony Bennett, Lady Gaga;Jazz;https://open.spotify.com/track/0ZzE3KupbceBjr17DMhWAo;0.399;0.384;0.0;-6.981;1.0;0.0286;0.61;0.0;0.486;0.339;102.31;222373.0;4.0
PRAYER;Joel Ross;Jazz;https://open.spotify.com/track/5tCCNYQmWxZtrA51eN7ZOF;0.339;0.157;11.0;-18.282;1.0;0.0349;0.967;0.892;0.0875;0.124;109.084;465307.0;4.0
Careless Whisper;Delvon Lamarr Organ Trio;Jazz;https://open.spotify.com/track/4xmkuzw1PuJ15xCC0YP6VY;0.697;0.421;7.0;-8.384;0.0;0.0824;0.593;0.915;0.101;0.302;137.062;334400.0;4.0
I Will;Gregory Porter;Jazz;https://open.spotify.com/track/0XnWEJo0on5inYRMNSXn7h;0.453;0.576;5.0;-8.582;0.0;0.0445;0.632;0.000818;0.0906;0.341;139.947;267054.0;4.0
Always and Forever;Vivian Buczek, Seamus Blake, Mårten Lundgren, Martin Sjostedt, Jesper Bodilsen, Morten Lund;Jazz;https://open.spotify.com/track/5BEpDnyCvBkKhizH1xrtzX;0.474;0.285;1.0;-10.46;1.0;0.0334;0.895;0.000245;0.156;0.165;112.646;364507.0;4.0
Reflections in D;Larry Goldings, Peter Bernstein, Bill Stewart;Jazz;https://open.spotify.com/track/40r2OiHd5URFzTZUFBxYDq;0.412;0.111;9.0;-15.758;1.0;0.0316;0.972;0.926;0.115;0.127;54.634;335867.0;4.0
Ay Amor - Live;Charles Lloyd, Bill Frisell, Thomas Morgan;Jazz;https://open.spotify.com/track/5Gl6KmOOXD1KmAgmaJdvcy;0.326;0.0389;1.0;-19.805;1.0;0.0399;0.992;0.595;0.0589;0.247;72.576;439732.0;5.0
Wave Decay;GoGo Penguin;Jazz;https://open.spotify.com/track/4lBKAEQXVzaicd1FLy83Lu;0.718;0.305;1.0;-15.31;0.0;0.0407;0.732;0.895;0.111;0.221;117.786;291294.0;4.0
Velvet Curtains (feat. Håkon Kornstad);Silje Nergaard, Håkon Kornstad;Jazz;https://open.spotify.com/track/4KQeK139AeuEReloc32iTE;0.245;0.172;3.0;-14.335;1.0;0.0321;0.863;0.000428;0.103;0.128;97.561;371413.0;4.0
Run Outs;Alfa Mist;Jazz;https://open.spotify.com/track/5eTvrED91AN0WORZDslNEr;0.42;0.616;11.0;-8.788;0.0;0.0364;0.395;0.914;0.1;0.41;105.309;292200.0;3.0
The Nearness of You;Camille Harris, David Linard;Jazz;https://open.spotify.com/track/1XF80YjwjuzuIfLzIfbqkt;0.405;0.0442;1.0;-20.462;1.0;0.0367;0.983;0.0105;0.102;0.127;131.796;303109.0;4.0
Tarde;Ryan Keberle’s Collectiv do Brasil;Jazz;https://open.spotify.com/track/2EXxg3UZwWqMCgs1gUHEgU;0.338;0.147;2.0;-16.464;1.0;0.0321;0.987;0.947;0.0964;0.169;58.152;332373.0;4.0
LOVE THYSELF (feat. Teedra Moses);Theo Croker, Teedra Moses;Jazz;https://open.spotify.com/track/6E19OB9wWtKm9t0quSD8y4;0.476;0.764;5.0;-9.522;1.0;0.0605;0.136;0.369;0.382;0.582;105.569;218467.0;4.0
Autumn In New York (feat. Chris Potter, Bill Cunliffe & Vinnie Colaiuta);Andy James, John Patitucci, Chris Potter, Bill Cunliffe, Vinnie Colaiuta;Jazz;https://open.spotify.com/track/6DwflQH9R5Y4hpJrGPeNsC;0.39;0.359;1.0;-9.325;1.0;0.028;0.881;0.00783;0.153;0.165;70.052;263282.0;3.0
'Round Midnight;Battista Lena;Jazz;https://open.spotify.com/track/5xfV4wVvcSYKlItHIyGRpN;0.384;0.171;8.0;-18.873;1.0;0.0382;0.944;0.305;0.108;0.157;180.652;270508.0;4.0
Put Your Head on My Shoulder;Jaimee Paul, Star City Symphony, Danny Gottlieb, Jacob Jezioro, Pat Coil;Jazz;https://open.spotify.com/track/3MRjc814zG32JiSNQ2tYvo;0.371;0.199;0.0;-13.307;0.0;0.0288;0.872;5.3e-05;0.123;0.12;97.991;264229.0;3.0
Lament;Romain Pilon, Yoni Zelnik, Jeff Ballard;Jazz;https://open.spotify.com/track/2aqWBAcetcSfUMsqIS8Uud;0.514;0.038;2.0;-25.187;1.0;0.0344;0.934;0.666;0.124;0.0653;82.675;388600.0;4.0
Day Two;Amir Bresler;Jazz;https://open.spotify.com/track/2Iq4uYjhTTnSpd9dIiKVSs;0.869;0.586;1.0;-14.281;1.0;0.0415;0.361;0.897;0.0768;0.966;101.997;316747.0;4.0
Doo Wop;Anna Butterss;Jazz;https://open.spotify.com/track/6Ap7CHV83FMjkJedURFoaX;0.647;0.318;0.0;-13.536;1.0;0.0315;0.688;0.92;0.107;0.274;143.999;165969.0;4.0
Rasheed;Okvsho;Jazz;https://open.spotify.com/track/7w53AFGUt9Jft6ewcHsv6c;0.538;0.469;5.0;-12.806;0.0;0.126;0.128;0.633;0.106;0.15;83.748;206946.0;4.0
Nefertiti;Thomas Hass, Thomas Blachman, Thomas Fonnesbæk, Artur Tuźnik;Jazz;https://open.spotify.com/track/2HdqSqyzDeleLnKRMhKEdl;0.308;0.24;8.0;-15.466;1.0;0.0331;0.944;0.536;0.213;0.0777;90.983;355720.0;4.0
Motherland Journey;Blue Lab Beats, KillBeatz, Fela Kuti;Jazz;https://open.spotify.com/track/3iV45wjkdPBFw2T0wXhnfV;0.718;0.76;1.0;-7.741;1.0;0.0701;0.104;0.0463;0.35;0.481;107.007;259248.0;4.0
Once upon a Summertime;Spiral TRIO;Jazz;https://open.spotify.com/track/2L1aSsr9qqLIHjPpcKZWWK;0.412;0.0839;7.0;-22.461;1.0;0.0388;0.975;0.908;0.171;0.11;97.94;621680.0;4.0
Stuck In The Middle;Conor Albert, ELSAS;Jazz;https://open.spotify.com/track/51vIyYq0fS8oZbIX0jGwuX;0.708;0.436;7.0;-5.781;0.0;0.115;0.529;4.17e-06;0.0769;0.344;113.048;192860.0;4.0
Voices In My Head;Rammstein;Metal;https://open.spotify.com/track/5XUuldRjPXcP5QxyEN4IXT;0.546;0.898;2.0;-3.067;0.0;0.162;0.0266;0.0;0.129;0.639;173.17;191415.0;4.0
The Rumbling;SiM;Metal;https://open.spotify.com/track/6k0X05danQOXSBTVek5DU1;0.459;0.878;5.0;-1.399;0.0;0.0688;5.62e-05;0.000307;0.371;0.494;144.852;220799.0;4.0
Angst;Rammstein;Metal;https://open.spotify.com/track/0UuNO0yYvsMPlyLF7RfQlg;0.639;0.86;11.0;-4.27;1.0;0.069;0.000306;0.00549;0.0507;0.328;112.025;224801.0;4.0
Zick Zack;Rammstein;Metal;https://open.spotify.com/track/2w7Ca8DNYXBCgA6Bht7o0N;0.669;0.814;5.0;-5.375;0.0;0.0681;0.00118;0.00131;0.0737;0.398;130.014;244365.0;4.0
Zeit;Rammstein;Metal;https://open.spotify.com/track/2KsHzM4L7ThhNJB6MHXkPx;0.55;0.569;7.0;-7.683;0.0;0.0462;0.132;1.47e-05;0.174;0.0518;123.179;321687.0;4.0
Armee der Tristen;Rammstein;Metal;https://open.spotify.com/track/514GW1c9Jn21KgZmO6mZIE;0.447;0.901;2.0;-5.397;1.0;0.0491;0.000415;0.000103;0.225;0.334;86.01;205589.0;4.0
Fuckboi (feat. Conquer Divide);Electric Callboy, Conquer Divide;Metal;https://open.spotify.com/track/5TcdxibMGG4QVSW4H2ELpO;0.536;0.759;8.0;-9.521;1.0;0.0441;0.000844;1.09e-06;0.0729;0.743;159.99;164000.0;4.0
Voices In My Head;Falling In Reverse;Metal;https://open.spotify.com/track/5XUuldRjPXcP5QxyEN4IXT;0.546;0.898;2.0;-3.067;0.0;0.162;0.0266;0.0;0.129;0.639;173.17;191415.0;4.0
Times Like These;Five Finger Death Punch;Metal;https://open.spotify.com/track/74EiM8EFm5saFo7Tgrdg3r;0.458;0.936;8.0;-4.278;0.0;0.0659;0.0105;0.0;0.134;0.6;73.956;209976.0;4.0
ZOMBIFIED;Falling In Reverse;Metal;https://open.spotify.com/track/2ib8fuTavdc48X6MjhE4Ft;0.544;0.911;10.0;-3.681;0.0;0.0422;0.000141;8.89e-06;0.333;0.558;91.033;218521.0;4.0
Welcome To The Circus;Five Finger Death Punch;Metal;https://open.spotify.com/track/1r3PWB1ZzxrPsIj2DNoa10;0.489;0.987;11.0;-4.57;0.0;0.0806;7.62e-05;0.0;0.788;0.297;139.982;256742.0;4.0
DiE4u;Bring Me The Horizon;Metal;https://open.spotify.com/track/2gT72HL4Y84K2Mle3miAMJ;0.355;0.919;7.0;-3.771;1.0;0.356;0.00234;0.000313;0.262;0.259;159.922;207141.0;4.0
AfterLife;Five Finger Death Punch;Metal;https://open.spotify.com/track/51lcM37Li2HOhk8F8kPwUv;0.473;0.989;6.0;-4.212;0.0;0.0597;0.000645;5.7e-06;0.342;0.327;93.988;243561.0;4.0
Giftig;Rammstein;Metal;https://open.spotify.com/track/3Ye7vnZdrO2Gq5IyyH3cOp;0.608;0.845;2.0;-4.463;1.0;0.0522;0.0031;0.000133;0.0904;0.508;144.959;188264.0;4.0
Die Another Day;Dance Gavin Dance;Metal;https://open.spotify.com/track/4sM5Jb2eWDbizewXoVc1l0;0.474;0.983;6.0;-3.332;0.0;0.118;0.0675;0.0;0.0825;0.373;175.015;221282.0;3.0
Body Bag;I Prevail;Metal;https://open.spotify.com/track/1vuhNiQZTPkmnNJ0xNsf5S;0.507;0.958;1.0;-4.688;1.0;0.0588;0.000123;6.06e-05;0.378;0.362;105.034;196979.0;4.0
Shivering (feat. Spiritbox);ILLENIUM, Spiritbox;Metal;https://open.spotify.com/track/10Q3ASy9okYt85040yV46c;0.428;0.907;4.0;-3.063;0.0;0.163;0.00594;1.71e-06;0.129;0.244;149.955;300917.0;4.0
